date_o,sales,promo,oil price,Holiday,transactions,cluster
2013-04-20,12950.904,0,88.81,False,2728.0,
2013-04-21,14114.934,0,88.81,False,2702.0,
2013-04-22,10006.85198,0,88.81,False,2152.0,
2013-04-23,10236.973,0,89.21,False,2350.0,
2013-04-24,8747.445,0,91.07,False,2147.0,
2013-04-25,8440.731,0,93.27,False,2107.0,
2013-04-26,8316.60098,0,92.63,False,2048.0,
2013-04-27,11534.697,0,94.09,False,2463.0,
2013-04-28,12441.968,0,94.09,False,2592.0,
2013-04-29,10738.606,0,94.09,False,2149.0,
2013-04-30,9670.22196,0,93.22,False,2218.0,
2013-05-01,14593.871,0,90.74,False,2571.0,
2013-05-02,14474.178039999999,0,93.7,False,2580.0,
2013-05-03,15064.001,0,95.25,False,2466.0,
2013-05-04,18527.08897,0,95.8,False,3115.0,
2013-05-05,21617.08195,0,95.8,False,3365.0,
2013-05-06,13902.974,0,95.8,False,2470.0,
2013-05-07,11716.767,0,95.28,False,2413.0,
2013-05-08,11143.432,0,96.24,False,2218.0,
2013-05-09,12343.303,0,96.09,False,2462.0,
2013-05-10,11532.707,0,95.81,False,2303.0,
2013-05-11,13949.30104,0,94.76,False,3025.0,
2013-05-12,25482.202,0,94.76,False,3015.0,
2013-05-13,11621.313,0,94.76,False,2308.0,
2013-05-14,9188.893,0,93.96,False,2225.0,
2013-05-15,9867.881,0,93.95,False,2139.0,
2013-05-16,10638.141,0,94.85,False,2352.0,
2013-05-17,11590.47898,0,95.72,False,2234.0,
2013-05-18,13176.057,0,96.29,False,2619.0,
2013-05-19,14407.55203,0,96.29,False,2696.0,
2013-05-20,11424.759,0,96.29,False,2244.0,
2013-05-21,8422.106,0,95.55,False,2055.0,
2013-05-22,8549.793,0,93.98,False,2115.0,
2013-05-23,10004.76,0,94.12,False,2162.0,
2013-05-24,12230.08296,0,93.84,False,2410.0,
2013-05-25,11341.506,0,94.65,False,2478.0,
2013-05-26,12568.268,0,94.65,False,2472.0,
2013-05-27,10301.32195,0,94.65,False,2117.0,
2013-05-28,8499.681,0,94.65,False,2171.0,
2013-05-29,9442.145999999999,0,93.13,False,2081.0,
2013-05-30,9972.06796,0,93.57,False,2356.0,
2013-05-31,11236.8,0,91.93,False,2278.0,
2013-06-01,17683.16503,0,93.41,False,3224.0,
2013-06-02,19177.722,0,93.41,False,3051.0,
2013-06-03,15091.243,0,93.41,False,2635.0,
2013-06-04,15674.308,0,93.36,False,2616.0,
2013-06-05,13079.007,0,93.66,False,2513.0,
2013-06-06,14693.735,0,94.71,False,2567.0,
2013-06-07,12432.942,0,96.11,False,2339.0,
2013-06-08,13251.707,0,95.82,False,2757.0,
2013-06-09,15482.366,0,95.82,False,2699.0,
2013-06-10,11660.59498,0,95.82,False,2369.0,
2013-06-11,9720.911958,0,95.5,False,2155.0,
2013-06-12,10651.198,0,95.98,False,2182.0,
2013-06-13,11311.58,0,96.66,False,2270.0,
2013-06-14,9034.904,0,97.83,False,2066.0,
2013-06-15,11762.982,0,97.86,False,2577.0,
2013-06-16,13795.55898,0,97.86,False,2830.0,
2013-06-17,10971.184,0,97.86,False,2297.0,
2013-06-18,10932.563,0,98.46,False,2285.0,
2013-06-19,9499.52298,0,98.24,False,2142.0,
2013-06-20,10658.953,0,94.89,False,2279.0,
2013-06-21,9800.04397,0,93.81,False,2117.0,
2013-06-22,10907.091999999999,0,95.07,False,2371.0,
2013-06-23,14379.985,0,95.07,False,2530.0,
2013-06-24,10507.741,0,95.07,False,2182.0,
2013-06-25,35423.56494,0,95.25,False,2309.0,
2013-06-26,9466.986,0,95.47,False,2021.0,
2013-06-27,10221.348,0,97.0,False,2047.0,
2013-06-28,9899.65,0,96.36,False,2081.0,
2013-06-29,11627.46302,0,97.94,False,2376.0,
2013-06-30,13660.931,0,97.94,False,2510.0,
2013-07-01,17795.902000000002,0,97.94,False,2721.0,
2013-07-02,16707.714,0,99.65,False,2875.0,
2013-07-03,31445.482,0,101.92,False,2645.0,
2013-07-04,14271.80806,0,103.09,False,2470.0,
2013-07-05,12878.503,0,103.09,False,2409.0,
2013-07-06,14648.154,0,103.03,False,2722.0,
2013-07-07,13126.069,0,103.03,False,2393.0,
2013-07-08,14553.461,0,103.03,False,2552.0,
2013-07-09,13353.875,0,103.46,False,2484.0,
2013-07-10,11296.548999999999,0,106.41,False,2242.0,
2013-07-11,10954.02101,0,104.77,False,2233.0,
2013-07-12,10251.408,0,105.85,False,2292.0,
2013-07-13,13416.113,0,106.2,False,2705.0,
2013-07-14,11916.822,0,106.2,False,2365.0,
2013-07-15,11163.23698,0,106.2,False,2424.0,
2013-07-16,10869.40898,0,105.88,False,2429.0,
2013-07-17,12208.41503,0,106.39,False,2176.0,
2013-07-18,11580.988,0,107.94,False,2261.0,
2013-07-19,10257.509,0,108.0,False,2266.0,
2013-07-20,12341.216,0,106.61,False,2530.0,
2013-07-21,10764.066,0,106.61,False,2141.0,
2013-07-22,12179.787,0,106.61,False,2330.0,
2013-07-23,10889.918,0,107.13,False,2262.0,
2013-07-24,9781.399,0,105.41,False,2254.0,
2013-07-25,10790.302,0,105.47,False,2312.0,
2013-07-26,10983.268,0,104.76,False,2235.0,
2013-07-27,10701.327,0,104.61,False,2341.0,
2013-07-28,10523.18698,0,104.61,False,2154.0,
2013-07-29,11383.031,0,104.61,False,2349.0,
2013-07-30,10493.23497,0,103.14,False,2186.0,
2013-07-31,11510.33,0,105.1,False,2315.0,
2013-08-01,18134.076129999998,0,107.93,False,2785.0,
2013-08-02,16529.908,0,106.94,False,2674.0,
2013-08-03,17329.811,0,106.61,False,2910.0,
2013-08-04,18421.314,0,106.61,False,2823.0,
2013-08-05,18180.974,0,106.61,False,2786.0,
2013-08-06,15201.68,0,105.32,False,2810.0,
2013-08-07,13553.09,0,104.41,False,2432.0,
2013-08-08,13027.362,0,103.45,False,2441.0,
2013-08-09,12219.64202,0,106.04,False,2410.0,
2013-08-10,10826.135999999999,0,106.19,False,2319.0,
2013-08-11,11458.867,0,106.19,False,2225.0,
2013-08-12,11513.373,0,106.19,False,2264.0,
2013-08-13,11167.00203,0,106.78,False,2364.0,
2013-08-14,10865.59598,0,106.89,False,2268.0,
2013-08-15,11776.31396,0,107.43,False,2394.0,
2013-08-16,12469.591,0,107.58,False,2507.0,
2013-08-17,11501.763,0,107.14,False,2519.0,
2013-08-18,12757.264000000001,0,107.14,False,2409.0,
2013-08-19,12917.807,0,107.14,False,2494.0,
2013-08-20,13485.69298,0,104.9,False,2581.0,
2013-08-21,10607.997,0,103.93,False,2320.0,
2013-08-22,10847.77,0,104.93,False,2259.0,
2013-08-23,11291.071,0,106.48,False,2345.0,
2013-08-24,11824.217,0,105.88,False,2541.0,
2013-08-25,11603.444,0,105.88,False,2354.0,
2013-08-26,12325.74802,0,105.88,False,2341.0,
2013-08-27,11754.53497,0,109.11,False,2211.0,
2013-08-28,9383.704,0,110.17,False,2112.0,
2013-08-29,10654.744,0,108.51,False,2197.0,
2013-08-30,12175.305,0,107.98,False,2295.0,
2013-08-31,14934.909,0,108.67,False,2800.0,
2013-09-01,21982.439000000002,0,108.67,False,3213.0,
2013-09-02,18612.76204,0,108.67,False,2948.0,
2013-09-03,15840.70307,0,108.67,False,2823.0,
2013-09-04,14034.463969999999,0,107.29,False,2606.0,
2013-09-05,14972.349,0,108.5,False,2720.0,
2013-09-06,12715.79904,0,110.62,False,2345.0,
2013-09-07,16732.386,0,109.62,False,3019.0,
2013-09-08,16838.51504,0,109.62,False,3064.0,
2013-09-09,13259.88,0,109.62,False,2487.0,
2013-09-10,12431.142,0,107.48,False,2433.0,
2013-09-11,8567.05099,0,107.65,False,2159.0,
2013-09-12,10047.623,0,108.72,False,2105.0,
2013-09-13,9211.149,0,108.31,False,2044.0,
2013-09-14,13085.915,0,106.54,False,2612.0,
2013-09-15,16216.873,0,106.54,False,2984.0,
2013-09-16,11390.965,0,106.54,False,2321.0,
2013-09-17,11652.854959999999,0,105.36,False,2260.0,
2013-09-18,9877.189,0,108.23,False,2154.0,
2013-09-19,10101.23404,0,106.26,False,2204.0,
2013-09-20,10761.88996,0,104.7,False,2186.0,
2013-09-21,12742.779,0,103.62,False,2536.0,
2013-09-22,13135.423999999999,0,103.62,False,2562.0,
2013-09-23,12823.343,0,103.62,False,2234.0,
2013-09-24,10998.066,0,103.22,False,2221.0,
2013-09-25,9308.155999999999,0,102.68,False,1996.0,
2013-09-26,10274.75797,0,103.1,False,2019.0,
2013-09-27,9265.984,0,102.86,False,2008.0,
2013-09-28,12515.712,0,102.36,False,2555.0,
2013-09-29,16733.024,0,102.36,False,2802.0,
2013-09-30,12038.92,0,102.36,False,2129.0,
2013-10-01,16440.09804,0,102.09,False,2667.0,
2013-10-02,15837.64,0,104.15,False,2624.0,
2013-10-03,15649.475,0,103.29,False,2591.0,
2013-10-04,13784.93297,0,103.83,False,2458.0,
2013-10-05,20117.201,0,103.07,False,3180.0,
2013-10-06,20983.0169,0,103.07,False,3341.0,
2013-10-07,13863.46103,0,103.07,False,2489.0,
2013-10-08,12121.154,0,103.54,False,2319.0,
2013-10-09,12997.04098,0,101.63,True,2392.0,
2013-10-10,10757.05701,0,103.08,True,2121.0,
2013-10-11,11893.304,0,102.17,False,2290.0,
2013-10-12,14408.51502,0,102.46,False,2667.0,
2013-10-13,16543.843,0,102.46,False,2779.0,
2013-10-14,10262.33102,0,102.46,False,2223.0,
2013-10-15,10324.783,0,101.15,False,2164.0,
2013-10-16,9372.00997,0,102.34,False,1982.0,
2013-10-17,10049.128,0,100.72,False,2204.0,
2013-10-18,9822.592999999999,0,100.87,False,2070.0,
2013-10-19,13339.967,0,99.28,False,2701.0,
2013-10-20,16482.805,0,99.28,False,2902.0,
2013-10-21,13100.291,0,99.28,False,2211.0,
2013-10-22,8894.260980000001,0,97.63,False,2075.0,
2013-10-23,9514.879,0,96.9,False,1985.0,
2013-10-24,9393.036,0,96.65,False,2094.0,
2013-10-25,9185.244,0,97.4,False,1996.0,
2013-10-26,12558.398000000001,0,98.74,False,2477.0,
2013-10-27,13648.68198,0,98.74,False,2578.0,
2013-10-28,11399.334,0,98.74,False,2145.0,
2013-10-29,10147.808,0,98.29,False,2026.0,
2013-10-30,9658.601,0,96.81,False,1950.0,
2013-10-31,10403.500039999999,0,96.29,False,2124.0,
2013-11-01,12920.22997,0,94.56,False,2323.0,
2013-11-02,18642.56203,0,94.58,False,3088.0,
2013-11-03,22856.83,0,94.58,False,3282.0,
2013-11-04,15478.97903,0,94.58,False,2686.0,
2013-11-05,15625.50196,0,93.4,False,2561.0,
2013-11-06,14715.62197,0,94.74,False,2423.0,
2013-11-07,13769.994,0,94.25,False,2342.0,
2013-11-08,11670.714,0,94.56,False,2158.0,
2013-11-09,16309.07,0,95.13,False,2762.0,
2013-11-10,19894.40706,0,95.13,False,3112.0,
2013-11-11,10602.545,0,95.13,False,2230.0,
2013-11-12,12761.181,0,93.12,False,2237.0,
2013-11-13,9596.082,0,93.91,False,2025.0,
2013-11-14,9219.043,0,93.76,False,1935.0,
2013-11-15,11005.475,0,93.8,False,2149.0,
2013-11-16,17190.638,0,93.03,False,2827.0,
2013-11-17,17041.789,0,93.03,False,2752.0,
2013-11-18,16837.111,0,93.03,False,2300.0,
2013-11-19,11099.562,0,93.35,False,2296.0,
2013-11-20,10521.185969999999,0,93.34,False,2170.0,
2013-11-21,10041.208,0,95.35,False,2159.0,
2013-11-22,10488.128,0,94.53,False,1990.0,
2013-11-23,13573.30196,0,93.86,False,2611.0,
2013-11-24,16044.636,0,93.86,False,2780.0,
2013-11-25,11109.177,0,93.86,False,2088.0,
2013-11-26,13621.63,0,93.41,False,2177.0,
2013-11-27,9293.236,0,92.05,False,1964.0,
2013-11-28,9671.460000000001,0,92.55,False,2046.0,
2013-11-29,12690.297,0,92.55,False,2084.0,
2013-11-30,15275.078,0,93.61,False,2682.0,
2013-12-01,22071.967,0,93.61,False,3171.0,
2013-12-02,16259.124,0,93.61,False,2540.0,
2013-12-03,18598.843950000002,0,95.83,False,2789.0,
2013-12-04,16207.115,0,96.97,False,2600.0,
2013-12-05,14973.983,0,97.14,False,2604.0,
2013-12-06,15047.099,0,97.48,False,2609.0,
2013-12-07,17211.439,0,97.1,False,3006.0,
2013-12-08,18638.187,0,97.1,False,3079.0,
2013-12-09,13995.542,0,97.1,False,2417.0,
2013-12-10,14441.27,0,98.32,False,2461.0,
2013-12-11,18570.867,0,97.25,False,2321.0,
2013-12-12,11636.692000000001,0,97.21,False,2242.0,
2013-12-13,16668.453999999998,0,96.27,False,2419.0,
2013-12-14,13438.775,0,97.18,False,2674.0,
2013-12-15,17569.404,0,97.18,False,3016.0,
2013-12-16,19523.43,0,97.18,False,2527.0,
2013-12-17,16638.135,0,96.99,False,2779.0,
2013-12-18,21708.24401,0,97.59,False,2837.0,
2013-12-19,14763.56,0,98.4,False,3203.0,
2013-12-20,15147.248,0,99.11,False,2899.0,
2013-12-21,15312.668,0,98.62,False,3225.0,
2013-12-22,32121.86592,0,98.62,False,3456.0,
2013-12-23,27274.583,0,98.62,False,3786.0,
2013-12-24,18164.03702,0,98.87,False,4821.0,
2013-12-26,16741.399,0,99.18,False,3143.0,
2013-12-27,14067.127,0,99.94,False,2840.0,
2013-12-28,14865.978000000001,0,98.9,False,3145.0,
2013-12-29,17755.71496,0,98.9,False,3567.0,
2013-12-30,15215.061,0,98.9,False,3128.0,
2013-12-31,17077.886,0,98.17,False,3633.0,
2014-01-01,0.0,0,95.14,False,0.0,
2014-01-02,22859.2303,0,95.14,False,2863.0,
2014-01-03,20013.047,0,93.66,False,2673.0,
2014-01-04,23012.96295,0,93.12,False,3095.0,
2014-01-05,26349.699,0,93.12,False,3187.0,
2014-01-06,16992.531,0,93.12,False,2371.0,
2014-01-07,17189.5078,0,93.31,False,2395.0,
2014-01-08,16124.114,0,91.9,False,2314.0,
2014-01-09,14706.3657,0,91.36,False,2283.0,
2014-01-10,13288.186000000002,0,92.39,False,2068.0,
2014-01-11,17929.273,0,91.45,False,2680.0,
2014-01-12,21677.72996,0,91.45,False,2887.0,
2014-01-13,13860.841999999999,0,91.45,False,2277.0,
2014-01-14,15670.3566,0,92.15,False,2216.0,
2014-01-15,12803.437,0,93.78,False,2075.0,
2014-01-16,15238.71717,0,93.54,False,2336.0,
2014-01-17,13902.07696,0,93.96,False,2106.0,
2014-01-18,16801.195,0,94.51,False,2527.0,
2014-01-19,21275.916,0,94.51,False,2771.0,
2014-01-20,15359.267,0,94.51,False,2273.0,
2014-01-21,16603.7607,0,94.51,False,2272.0,
2014-01-22,11561.184,0,96.35,False,2092.0,
2014-01-23,13498.67144,0,97.23,False,2094.0,
2014-01-24,14450.195,0,96.66,False,2130.0,
2014-01-25,14929.18802,0,95.82,False,2167.0,
2014-01-26,20259.68,0,95.82,False,2729.0,
2014-01-27,15006.609,0,95.82,False,2184.0,
2014-01-28,13163.38598,0,97.49,False,2148.0,
2014-01-29,10396.533019999999,0,97.34,False,1780.0,
2014-01-30,13396.0767,0,98.25,False,2066.0,
2014-01-31,15196.41298,0,97.55,False,2297.0,
2014-02-01,20012.308,0,96.44,False,2975.0,
2014-02-02,20911.384,0,96.44,False,2933.0,
2014-02-03,16714.636,0,96.44,False,2656.0,
2014-02-04,17020.813000000002,0,97.24,False,2635.0,
2014-02-05,14643.597,0,97.4,False,2502.0,
2014-02-06,16221.393,0,97.84,False,2668.0,
2014-02-07,14172.681,0,99.98,False,2414.0,
2014-02-08,19140.31796,0,100.12,False,3017.0,
2014-02-09,18460.392,0,100.12,False,2864.0,
2014-02-10,13570.719000000001,0,100.12,False,2409.0,
2014-02-11,13456.525,0,99.96,False,2441.0,
2014-02-12,13463.399000000001,0,100.38,False,2372.0,
2014-02-13,13966.2781,0,100.27,False,2565.0,
2014-02-14,11962.771,0,100.31,False,2651.0,
2014-02-15,14355.402979999999,0,102.54,False,2624.0,
2014-02-16,16941.311999999998,0,102.54,False,2709.0,
2014-02-17,11472.858,0,102.54,False,2292.0,
2014-02-18,13213.023,0,102.54,False,2138.0,
2014-02-19,9328.393,0,103.46,False,1892.0,
2014-02-20,12930.7048,0,103.2,False,2123.0,
2014-02-21,11813.153,0,102.53,False,2089.0,
2014-02-22,16405.971,0,103.17,False,2647.0,
2014-02-23,16258.928,0,103.17,False,2811.0,
2014-02-24,11362.215,0,103.17,False,2209.0,
2014-02-25,10699.122,0,102.2,False,2192.0,
2014-02-26,9532.077,0,102.93,False,2101.0,
2014-02-27,10909.3496,0,102.68,False,2146.0,
2014-02-28,12270.79403,0,102.88,False,2224.0,
2014-03-01,24871.4799,0,105.34,False,3081.0,
2014-03-02,26630.987,0,105.34,False,3020.0,
2014-03-03,20511.762,0,105.34,False,2525.0,
2014-03-04,20189.8437,0,103.64,False,2562.0,
2014-03-05,21287.619,0,101.75,False,2797.0,
2014-03-06,21531.796299999998,0,101.82,False,2780.0,
2014-03-07,18007.733,0,102.82,False,2371.0,
2014-03-08,20733.28997,0,101.39,False,2869.0,
2014-03-09,24150.661939999998,0,101.39,False,2937.0,
2014-03-10,15681.23798,0,101.39,False,2413.0,
2014-03-11,17486.881,0,100.29,False,2385.0,
2014-03-12,13008.085000000001,0,98.29,False,2080.0,
2014-03-13,13760.1196,0,98.57,False,2193.0,
2014-03-14,13825.929,0,99.23,False,2134.0,
2014-03-15,17153.551,0,98.43,False,2523.0,
2014-03-16,21773.904,0,98.43,False,2785.0,
2014-03-17,15676.298999999999,0,98.43,False,2372.0,
2014-03-18,14266.0537,0,100.08,False,2191.0,
2014-03-19,13413.485999999999,0,100.71,False,2195.0,
2014-03-20,13761.1496,0,99.68,False,2125.0,
2014-03-21,12779.282,0,99.97,False,2155.0,
2014-03-22,15889.552,0,100.05,False,2503.0,
2014-03-23,21341.533,0,100.05,False,2680.0,
2014-03-24,13679.035,0,100.05,False,2261.0,
2014-03-25,14546.3279,0,99.66,False,2260.0,
2014-03-26,10629.93,0,100.61,False,1942.0,
2014-03-27,13248.5507,0,101.25,False,2071.0,
2014-03-28,12028.973,0,101.73,False,1994.0,
2014-03-29,18782.347,0,101.57,False,2550.0,
2014-03-30,21090.717,0,101.57,False,2501.0,
2014-03-31,17152.479,0,101.57,False,2387.0,
2014-04-01,17672.633,0,99.69,False,2709.0,
2014-04-02,17426.485,0,99.6,False,2666.0,
2014-04-03,18711.8403,0,100.29,False,2671.0,
2014-04-04,15049.428,0,101.16,False,2435.0,
2014-04-05,19597.485,0,100.43,False,3063.0,
2014-04-06,22379.896,0,100.43,False,3165.0,
2014-04-07,14454.904,0,100.43,False,2435.0,
2014-04-08,13431.16403,0,102.57,False,2427.0,
2014-04-09,9943.195020000001,0,103.55,False,2246.0,
2014-04-10,12377.4981,0,103.37,False,2295.0,
2014-04-11,12060.348,0,103.68,False,2239.0,
2014-04-12,14381.37597,0,104.05,False,2537.0,
2014-04-13,16671.001,0,104.05,False,2768.0,
2014-04-14,12129.901,0,104.05,False,2189.0,
2014-04-15,12362.377999999999,0,103.7,False,2253.0,
2014-04-16,11040.13198,0,103.71,False,2356.0,
2014-04-17,14382.06058,0,104.33,False,2493.0,
2014-04-18,12710.409,0,104.35,False,2579.0,
2014-04-19,15537.796,0,104.35,False,2780.0,
2014-04-20,17929.718,0,104.35,False,2929.0,
2014-04-21,12152.559,0,104.35,False,2377.0,
2014-04-22,12395.119999999999,0,101.69,False,2368.0,
2014-04-23,12570.269,0,101.47,False,2091.0,
2014-04-24,11175.4278,0,102.2,False,2110.0,
2014-04-25,11325.675,0,100.85,False,2235.0,
2014-04-26,12616.925000000001,0,101.13,False,2387.0,
2014-04-27,16719.157,0,101.13,False,2708.0,
2014-04-28,11279.693,0,101.13,False,2179.0,
2014-04-29,11674.00898,0,101.56,False,2168.0,
2014-04-30,11740.19597,0,100.07,False,2061.0,
2014-05-01,18557.5613,0,99.69,False,2698.0,
2014-05-02,15356.063,0,100.09,False,2509.0,
2014-05-03,20499.418,0,99.74,False,3176.0,
2014-05-04,24545.95095,0,99.74,False,3264.0,
2014-05-05,16062.595,0,99.74,False,2553.0,
2014-05-06,16856.609,0,99.81,False,2587.0,
2014-05-07,15017.045,0,101.06,False,2579.0,
2014-05-08,14235.23997,0,100.52,False,2467.0,
2014-05-09,11388.44898,0,100.32,False,2319.0,
2014-05-10,16860.522,0,100.89,False,2999.0,
2014-05-11,15893.611,0,100.89,False,3011.0,
2014-05-12,11773.552,0,100.89,False,2152.0,
2014-05-13,12251.33898,0,102.01,False,2173.0,
2014-05-14,11847.368,0,102.63,False,2036.0,
2014-05-15,12441.15223,0,101.74,False,2197.0,
2014-05-16,11512.90697,0,102.31,False,2107.0,
2014-05-17,13253.312,0,102.95,False,2436.0,
2014-05-18,17880.025,0,102.95,False,2840.0,
2014-05-19,12085.24698,0,102.95,False,2283.0,
2014-05-20,12129.71302,0,102.8,False,2299.0,
2014-05-21,10361.033,0,104.31,False,2119.0,
2014-05-22,10511.38243,0,104.03,False,2072.0,
2014-05-23,10744.331,0,105.01,False,1971.0,
2014-05-24,14158.237000000001,0,104.78,False,2582.0,
2014-05-25,15217.669,0,104.78,False,2443.0,
2014-05-26,11272.255,0,104.78,False,2222.0,
2014-05-27,10129.73,0,104.78,False,2109.0,
2014-05-28,9897.436,0,103.37,False,1983.0,
2014-05-29,10388.61397,0,104.26,False,2256.0,
2014-05-30,11966.08,0,103.4,False,2183.0,
2014-05-31,16200.662,0,103.07,False,2737.0,
2014-06-01,24395.054,0,103.07,False,3431.0,
2014-06-02,18962.426,0,103.07,False,2620.0,
2014-06-03,19358.695,0,103.34,False,2706.0,
2014-06-04,15157.587,0,103.27,False,2571.0,
2014-06-05,15896.99583,0,103.17,False,2573.0,
2014-06-06,14616.671999999999,0,103.32,False,2476.0,
2014-06-07,16292.961,0,105.09,False,2731.0,
2014-06-08,18647.487,0,105.09,False,2754.0,
2014-06-09,13023.670999999998,0,105.09,False,2306.0,
